gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,cltv,tenure_group,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk,log_total_charges,log_monthly_charges,log_cltv
Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,0,4686,Loyal,104.85217391304349,40.338307539400816,0.9976419972696812,6,17.516666666666666,1,4.815476190476191,69,105.1,8.886796206553328,4.664382045619937,8.452547997922705
Male,No,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,0,4943,Growing,25.52692307692308,-39.61169246059918,1.0149870010705002,0,25.15,2,0.1805555555555555,0,50.3,5.8076919380467125,3.263849190510932,8.505929999137527
Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,0,4465,Loyal,97.85384615384616,30.888307539400827,1.0230407334432423,4,23.9125,2,2.293650793650793,0,191.3,8.534915224403854,4.57109620565434,8.404248432400102
Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,0,4302,Loyal,79.68606557377049,16.03830753940082,0.9862136828436944,6,13.466666666666669,1,4.704365079365079,122,80.8,8.48917430289871,4.404277243608702,8.3670677328386
Male,No,No,No,29,No,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,0,4161,Mature,27.17413793103448,-39.91169246059918,1.0935266773052104,0,24.85,1,1.4027777777777777,29,24.85,6.670829690194141,3.2523106009544382,8.33375100695358
Female,No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,0,5136,Mature,50.654,-10.011692460599178,0.925187214611872,3,18.25,1,2.7757936507936507,25,54.75,7.144683385266964,4.020877410340228,8.544224530467268
Male,No,No,No,15,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,0,5091,Growing,45.88,-14.011692460599178,0.9040394088669952,3,16.916666666666668,1,1.636904761904762,15,50.75,6.535531504653775,3.9464244321454784,8.535425959677298
Female,No,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,387.7,0,4246,Growing,20.405263157894737,-44.61169246059918,1.0126681467937837,1,20.15,0,4.4067460317460325,38,0.0,5.962807837858177,3.0516399054922867,8.353968130313271
Male,No,No,No,44,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,845.25,0,2798,Mature,19.210227272727277,-44.71169246059918,0.9581160734527318,1,20.05,0,2.753968253968254,88,0.0,6.740814824226485,3.0469005601283903,7.937017489515454
Male,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,0,4747,Loyal,72.9353448275862,6.838307539400816,1.0186500674243886,5,14.32,0,5.51984126984127,116,0.0,8.350252736660584,4.28496492183075,8.465478755729558
Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,0,5179,Loyal,80.37177419354839,16.688307539400824,0.9867621141012692,3,27.15,1,4.28968253968254,62,81.45,8.513998092519696,4.412192049005608,8.55256033525353
Female,No,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,0,4117,Loyal,58.75928571428571,-6.36169246059918,1.0061521526418786,5,11.68,1,4.686507936507937,70,58.4,8.32218753041356,4.084294226368599,8.323122887587735
Male,No,Yes,Yes,10,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,0,5671,New,52.1,-11.061692460599176,0.9702048417132216,5,10.74,0,4.853174603174604,20,0.0,6.257667587882639,4.001863709427935,8.643297068211963
Male,No,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.6,471.85,0,3722,Mature,18.148076923076925,-45.16169246059918,0.9259222919937206,1,19.6,1,1.503968253968254,26,19.6,6.158778213461521,3.025291075795536,8.222285073872717
Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,0,4889,Loyal,90.5590909090909,24.638307539400827,1.0129652226967665,3,29.8,1,1.3452380952380951,0,89.4,8.695824614701293,4.504244267398131,8.494947582468917
Male,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,0,4952,Loyal,84.30882352941177,19.438307539400824,1.0012924409668855,3,28.066666666666663,0,4.136904761904762,51,0.0,8.366544705077148,4.44500143383527,8.507748732588238
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,0,4890,Loyal,104.84166666666668,41.338307539400816,0.9881401193842289,6,17.683333333333334,1,5.857142857142857,144,106.1,8.929249860707124,4.673762977453703,8.495152060539358
Male,No,No,No,65,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,1654.75,0,5707,Loyal,25.45769230769231,-39.01169246059918,0.9886482449589246,1,25.75,0,3.0456349206349205,130,0.0,7.412009357365089,3.2865344733420154,8.649623978596727
Male,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,0,5392,Loyal,65.02142857142857,0.1883075394008244,1.0010997470581766,4,16.2375,0,3.543650793650793,70,0.0,8.423431811601763,4.188896879163323,8.592857095337227
Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,0,5641,Loyal,86.49305555555556,20.688307539400824,1.0122066185553604,6,14.241666666666667,1,4.857142857142858,144,85.45,8.736890812326147,4.4595662121293,8.637993891561942
Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,0,5811,New,20.05,-44.71169246059918,1.0,1,20.05,1,2.156746031746032,0,20.05,3.0469005601283903,3.0469005601283903,8.667680024690174
Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,57.5,0,2011,New,19.166666666666668,-44.061692460599176,0.925925925925926,1,20.7,1,0.1845238095238095,0,20.7,4.069026754237811,3.077312260546414,7.60688453121963
Male,No,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,1474.35,0,4477,Loyal,25.419827586206896,-39.46169246059918,1.0047362682295216,1,25.3,1,2.9484126984126986,116,25.3,7.296650528761137,3.269568939183719,8.4069317971587
Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,0,3669,Mature,99.09848484848484,35.838307539400816,0.985074402072414,4,25.15,2,2.0297619047619047,0,201.2,8.092927453844355,4.6210435351443815,8.207946941048617
Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,0,4991,Loyal,72.57685185185186,9.238307539400822,0.9807682682682682,1,74.0,1,1.8928571428571428,0,74.0,8.273885197358533,4.31748811353631,8.515591910049263
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,0,6022,Loyal,101.19027777777778,34.63830753940083,1.0180108428347865,4,24.85,2,4.571428571428571,144,198.8,8.893806047617373,4.609162207257629,8.70334075304372
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,0,4505,Loyal,106.36527777777778,42.68830753940082,0.9899048653120314,6,17.908333333333335,0,5.857142857142857,144,0.0,8.943675874746871,4.686289237272884,8.41316512099219
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,0,4116,Loyal,82.76805555555556,18.838307539400816,0.9900485114300904,6,13.933333333333332,1,5.857142857142857,144,83.6,8.692876094363072,4.437934266612178,8.322880021769905
Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,0,4011,Loyal,98.06851851851852,34.28830753940082,0.9900910501617216,4,24.7625,2,2.321428571428571,0,198.1,8.574839264109055,4.605670061029742,8.297045149081827
Female,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,0,4093,Loyal,79.5457627118644,15.338307539400816,0.9930806830444996,5,16.02,2,3.533730158730159,59,160.2,8.454082983087442,4.395682961121367,8.317277766221235
Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,0,4556,Loyal,65.0537037037037,0.5383075394008188,0.9962282343599342,4,16.325,1,3.321428571428571,108,65.3,8.164481810743938,4.194189897191817,8.424419791263883
Male,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,0,5874,Loyal,87.18666666666667,24.78830753940082,0.973608784664061,3,29.85,2,3.261904761904762,120,179.1,8.562587118706123,4.505902184329423,8.67846133901236
Female,No,Yes,No,60,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,0,5784,Loyal,60.0575,-3.961692460599181,0.9877878289473684,5,12.16,0,4.547619047619048,120,0.0,8.189924472198971,4.123903364463645,8.663023639627777
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,0,5203,New,72.48333333333333,9.738307539400822,0.9729306487695748,1,74.5,2,0.1845238095238095,0,149.0,5.386557155397445,4.324132656254979,8.557182839632397
Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,0,5031,Loyal,99.6427536231884,34.38830753940083,1.0049697793564136,4,24.7875,0,4.529761904761904,138,0.0,8.83584326689432,4.606669062111827,8.523572798380277
Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,19.25,0,2053,New,19.25,-45.51169246059918,1.0,1,19.25,2,2.156746031746032,0,38.5,3.0081547935525483,3.0081547935525483,7.627544390488503
Male,No,Yes,Yes,50,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,0,6018,Loyal,40.427,-25.311692460599176,1.024765525982256,2,19.725,2,2.9801587301587302,0,78.9,7.612015480545652,3.700066643504501,8.70267641154777
Female,No,No,No,56,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,0,4021,Loyal,45.802678571428565,-19.911692460599177,1.0212414397197005,2,22.425,2,1.0634920634920637,0,89.7,7.850084059405065,3.825375198702474,8.299534570332597
Female,No,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,0,4905,Loyal,93.52916666666668,32.438307539400824,0.9622342249657064,5,19.44,2,4.547619047619048,120,194.4,8.632796074488324,4.58700621536042,8.498214224818435
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,0,4887,Loyal,110.2913043478261,45.78830753940082,0.9976599217351976,6,18.425,1,3.815476190476191,69,110.55,8.937362987059018,4.714472920878541,8.494538500851432
Female,No,Yes,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.9,45.75,0,3716,New,15.25,-44.86169246059918,0.7663316582914573,1,19.9,2,1.1845238095238095,0,39.8,3.844814255734696,3.039749158970765,8.220672170297252
Male,No,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,0,5053,Loyal,75.7325,12.188307539400824,0.9841780376868096,5,15.39,0,5.547619047619048,120,0.0,8.421772005450956,4.356067595503785,8.52793528794814
Female,No,No,No,13,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,0,3239,Growing,34.646153846153844,-29.36169246059918,0.9787049109083008,2,17.7,0,2.466269841269841,26,0.0,6.112353864383436,3.594568774642695,8.083328608786376
Male,No,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.45,1297.35,0,5746,Loyal,20.925,-44.311692460599176,1.0232273838630808,1,20.45,0,5.003968253968255,124,0.0,7.168849506524821,3.065724645374026,8.656433258507741
Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,0,3682,Mature,98.72777777777776,31.98830753940082,1.0204421475739305,4,24.1875,0,2.196428571428571,45,0.0,8.39925389355155,4.582413198865475,8.211482916445066
Female,No,No,No,25,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,0,4458,Mature,56.926,-10.561692460599176,1.0502952029520296,4,13.55,1,1.9186507936507933,25,54.2,7.261330423503012,4.01096295328305,8.402679804627477
Male,No,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,0,4025,Mature,99.50795454545457,35.338307539400816,0.9940854599945512,5,20.02,0,3.3253968253968256,88,0.0,8.384655590531366,4.616110126026426,8.300528606199737
Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,0,5441,New,37.1,-19.51169246059918,0.819889502762431,1,45.25,2,0.1706349206349206,0,90.5,4.320151230955794,3.834061463958434,8.601901919343192
Female,No,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.85,450.65,0,3171,Growing,20.48409090909091,-43.91169246059918,0.9824504033137124,1,20.85,0,1.4484126984126984,22,0.0,6.112907543595853,3.084200921541599,8.06211758275474
Female,No,No,No,35,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,0,2553,Mature,33.59571428571428,-31.311692460599176,1.0043561819346571,2,16.725,2,0.7718253968253967,0,66.9,7.0705966564879645,3.539508997459668,7.845416036592485
Female,No,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,558.8,0,2784,Mature,19.268965517241377,-44.561692460599176,0.9539091840218504,1,20.2,0,4.545634920634921,58,0.0,6.327579577081353,3.054001181677967,7.932003152361385
Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,0,5755,Mature,82.22592592592592,21.138307539400827,0.9572284741085672,3,28.633333333333336,2,2.8035714285714284,27,171.8,7.705757847644463,4.464758032271346,8.657998068007258
Male,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,0,5594,Loyal,60.797222222222224,-3.7616924605991775,0.9966757741347906,4,15.25,2,3.321428571428571,54,122.0,8.096832695791372,4.127134385045092,8.629628620746026
Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,0,6109,Loyal,86.65350877192982,22.138307539400827,0.9971635071568448,2,43.45,2,2.077380952380952,57,173.8,8.505171216188913,4.476199804691132,8.71768205216564
Male,No,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,0,6469,Loyal,68.34677419354838,4.638307539400827,0.9848238356419076,5,13.88,0,3.5753968253968256,124,0.0,8.35196471204846,4.254193263163997,8.774931387494947
Female,No,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.35,335.95,0,3205,Growing,22.396666666666665,-44.41169246059918,1.1005733005733005,1,20.35,0,3.3511904761904763,15,0.0,5.819934551392226,3.061051739674633,8.072779333169498
Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,0,5583,Loyal,102.69285714285714,39.53830753940082,0.9845911518970004,5,20.86,1,4.686507936507937,140,104.3,8.880376907267795,4.6568134191399295,8.627660644442209
Female,No,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,926.25,0,3752,Growing,44.10714285714285,-19.811692460599176,0.981249006832989,1,44.95,3,2.4345238095238093,0,134.85000000000002,6.8322232163697,3.827553848801696,8.23031079913502
Female,No,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,0,5237,Growing,48.667391304347824,-15.311692460599176,0.9841737371961136,2,24.725,2,2.6051587301587302,23,98.9,7.021396415471186,3.920982746799618,8.563695025067657
Male,No,No,No,6,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,116.6,0,4439,New,19.433333333333334,-44.16169246059918,0.94336569579288,1,20.6,0,1.226190476190476,6,0.0,4.767289035464526,3.0726933146901194,8.39840965542627
Male,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.55,68.8,0,5573,New,17.2,-45.21169246059918,0.8797953964194373,1,19.55,0,4.198412698412699,8,0.0,4.245634009768327,3.022860940942244,8.625868208041894
Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,0,4861,Growing,101.80652173913045,28.73830753940082,1.0888398046965824,3,31.166666666666668,3,0.748015873015873,0,280.5,7.758995358601965,4.548599834499697,8.48920515487607
Male,No,No,No,26,No,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,0,4296,Mature,52.41730769230769,-10.21169246059918,0.9609038990340548,4,13.6375,0,1.9325396825396823,26,0.0,7.218066861681702,4.017283516085639,8.365672383774996
Female,No,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,163.6,0,2675,New,20.45,-44.71169246059918,1.0199501246882792,1,20.05,1,1.253968253968254,0,20.05,5.103518288242969,3.0469005601283903,7.892078421248119
Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,0,2657,New,72.575,14.688307539400824,0.9134675896790434,2,39.725,3,0.3134920634920635,0,238.35,4.984633491557255,4.387635873438392,7.885329239273191
Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,0,6041,Loyal,81.12033898305086,15.088307539400816,1.015909066788364,6,13.308333333333332,0,2.6765873015873014,59,0.0,8.473680079084492,4.392595586023115,8.706490361946617
Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,0,5434,Mature,98.3474358974359,35.23830753940082,0.983474358974359,4,25.0,1,4.113095238095238,39,100.0,8.252328804244902,4.61512051684126,8.60061479955531
Male,No,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,397.0,0,2447,Growing,18.904761904761905,-45.16169246059918,0.9645286686103012,1,19.6,0,3.4345238095238093,42,0.0,5.986452005284438,3.025291075795536,7.803026643632217
Female,No,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1027.25,0,3828,Mature,21.401041666666668,-44.561692460599176,1.059457508250825,1,20.2,0,4.80952380952381,96,0.0,6.935613607110533,3.054001181677967,8.250358951477294
Female,Yes,Yes,No,31,No,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,0,2166,Mature,50.97096774193548,-14.36169246059918,1.0113287250384024,4,12.6,1,3.0019841269841265,31,50.4,7.365876086316099,3.93963817246112,7.681099001536359
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,0,4952,Loyal,112.85546875,48.588307539400816,0.995637130569034,7,16.192857142857143,1,4.888888888888889,64,113.35,8.885129487631987,4.73926392046879,8.507748732588238
Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,0,3315,Mature,81.95,15.238307539400822,1.024375,2,40.0,2,2.9246031746031744,0,160.0,8.2350159395989,4.394449154672439,8.106514516255185
Female,No,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,0,4924,Loyal,81.42211538461538,16.188307539400824,1.0058321851095169,5,16.19,1,3.4365079365079367,104,80.95,8.351126800641016,4.406109305189839,8.502079553606189
Female,No,Yes,Yes,67,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.9,1680.25,0,5847,Loyal,25.078358208955223,-39.86169246059918,1.0071629802793265,1,24.9,1,5.073412698412699,134,24.9,7.427292843350149,3.254242968705492,8.673855001429615
Female,Yes,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,0,4826,Loyal,55.6044776119403,-9.86169246059918,1.012832014789441,2,27.45,2,1.2162698412698414,0,109.8,8.223224734321748,4.023564380161053,8.481980435660493
Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,0,5044,Loyal,108.55915492957746,44.48830753940082,0.99367647532794,6,18.20833333333333,1,4.843253968253968,142,109.25,8.950104840148782,4.702750514326955,8.52615293278771
Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,0,4644,Loyal,117.03591549295774,51.53830753940082,1.006327734247272,7,16.614285714285714,1,2.986111111111111,71,116.3,9.025281070978236,4.76473475565943,8.443546651247939
Female,No,No,No,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,601.55,0,4374,Mature,18.7984375,-44.86169246059918,0.9446451005025126,1,19.9,1,0.5873015873015872,0,19.9,6.401170649473401,3.039749158970765,8.383661798791715
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,0,3430,New,69.625,5.588307539400816,0.9896943852167732,1,70.35,2,0.1706349206349206,0,140.7,4.943426544402806,4.267597343922845,8.14060704285845
Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1888.25,0,5063,Loyal,26.59507042253521,-39.16169246059918,1.0388699383802815,1,25.6,0,4.128968253968254,142,0.0,7.543935203900829,3.2809112157876537,8.529911963824013
Female,No,No,No,60,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,0,4928,Loyal,46.23166666666667,-20.311692460599176,1.040082489688789,3,14.816666666666668,2,2.261904761904762,60,88.9,7.928369989495185,3.816612820623488,8.502891406705377
Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,0,5182,Loyal,98.35909090909092,35.38830753940083,0.9821177324921708,4,25.0375,2,2.3353174603174605,55,200.3,8.596142994394638,4.6166045636137545,8.553139318189707
Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,0,4220,New,66.88333333333334,9.088307539400816,0.9056646355224556,1,73.85,2,0.2261904761904761,0,147.7,5.997198078955742,4.3154861108656375,8.347827345782498
Female,No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,0,5476,Mature,67.46666666666667,5.338307539400816,0.9624346172135048,5,14.02,1,5.380952380952381,96,70.1,8.083143406452296,4.264087336809195,8.608312784783722
Male,No,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,1573.05,0,6245,Loyal,24.96904761904762,-39.51169246059918,0.9888731730315888,1,25.25,0,5.017857142857143,126,0.0,7.361407194673576,3.2676659890376327,8.739696537843024
Male,No,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,235.8,0,4001,New,19.65,-43.71169246059918,0.9334916864608076,1,21.05,1,1.3095238095238095,0,21.05,5.46721590300985,3.093312601892855,8.294549515143679
Male,Yes,Yes,No,54,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,0,4691,Loyal,25.27314814814815,-39.811692460599176,1.012951829585096,0,24.95,2,1.75,0,49.9,7.219459007275827,3.2561716096118976,8.453614209773367
Female,No,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,0,2215,Mature,66.17166666666667,-0.2616924605991784,1.0259173126614989,4,16.125,2,3.9880952380952377,30,129.0,7.5939533704538755,4.182050142641207,7.703459047867175
Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,0,3784,Mature,108.38,41.18830753940082,1.0229353468617273,5,21.19,1,2.2698412698412698,40,105.95,8.374753667516991,4.672361435528415,8.23880116587155
Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0,4843,New,71.94444444444444,11.088307539400816,0.948509485094851,2,37.925,3,2.4107142857142856,0,227.55,6.474662003756499,4.341855469984605,8.485496104672983
Female,No,No,No,62,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,0,4507,Loyal,44.33387096774193,-21.161692460599177,1.0168319029298607,3,14.533333333333331,1,3.2896825396825395,124,43.6,7.91924709380068,3.7977338590260175,8.413608875159667
Male,No,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,0,2886,Mature,88.70178571428572,26.48830753940082,0.9720743639921724,4,22.8125,1,1.96031746031746,28,91.25,7.817887083540708,4.524502282920636,7.967973179662935
Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,0,5150,Loyal,90.96,24.98830753940082,1.0134818941504178,7,12.821428571428571,0,3.9722222222222223,140,0.0,8.759072134066205,4.5081084731449605,8.546946149565585
Female,No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,0,4190,Mature,106.61304347826086,39.63830753940083,1.0211977344661,6,17.400000000000002,1,3.496031746031746,92,104.4,8.498051145887871,4.657762636107262,8.340694647925071
