customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk
6578-KRMAW,Planada,95365,37.329725,-120.306399,Male,No,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,0,66,3224,,93.103125,28.638307539400827,0.9968214668094219,5,18.68,2,1.1587301587301586,0,186.8
4860-IJUDE,Ripon,95366,37.750778,-121.13238,Male,No,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,0,78,2070,,73.58846153846153,8.988307539400822,0.9978096479791395,2,36.875,2,0.4662698412698413,0,147.5
9688-YGXVR,Salida,95368,37.713152,-121.08739,Female,No,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,0,59,4112,,90.3,23.388307539400827,1.0243902439024388,4,22.0375,2,1.1825396825396826,0,176.3
0423-UDIJQ,Snelling,95369,37.521708,-120.426843,Male,Yes,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,0,22,2145,,49.766666666666666,-15.561692460599176,1.0115176151761516,2,24.6,1,0.4107142857142857,0,49.2
1945-XISKS,Sonora,95370,37.982716,-120.343732,Female,No,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,1335.2,0,26,4994,,19.928358208955224,-45.11169246059918,1.0141658121605712,1,19.65,0,4.073412698412699,134,0.0
5360-LJCNJ,Tracy,95376,37.680968,-121.446049,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,0,32,5707,,106.40845070422536,40.38830753940083,1.0119681474486482,5,21.03,1,4.700396825396826,142,105.15
2607-FBDFF,Tuolumne,95379,37.939768,-120.188002,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,0,45,5289,,49.0,-15.761692460599178,1.0,2,24.5,1,0.2996031746031746,0,49.0
1100-DDVRV,Twain Harte,95383,38.107441,-120.230625,Male,No,Yes,No,17,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,0,24,5575,,49.19705882352941,-14.961692460599181,0.9878927474604301,3,16.599999999999998,2,1.6646825396825398,0,99.6
6728-WYQBC,Westley,95387,37.546007,-121.28257,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,20.95,0,62,2285,,20.95,-43.811692460599176,1.0,1,20.95,1,0.15674603174603174,0,20.95
9029-FEGVJ,Yosemite National Park,95389,37.704267,-119.607001,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,0,27,5242,,80.3125,14.538307539400819,1.0127679697351828,2,39.65,1,1.73015873015873,0,79.3
7216-KAOID,Santa Rosa,95401,38.460517,-122.790335,Male,No,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.5,798.2,0,72,2446,,19.46829268292683,-45.26169246059918,0.9983739837398374,1,19.5,0,3.712301587301587,41,0.0
6145-NNPNO,Santa Rosa,95404,38.526941,-122.709096,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,0,64,3103,,44.15,-20.61169246059918,1.0,1,44.15,1,0.15674603174603174,0,44.15
5339-TJFEK,Santa Rosa,95407,38.394091,-122.739814,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,0,56,4271,,104.63225806451612,40.73830753940082,0.9917749579574988,5,21.1,3,3.5753968253968256,0,316.5
2074-GUHPQ,Albion,95410,39.225694,-123.717354,Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,0,41,2347,,91.57941176470588,27.938307539400824,0.9879116695221777,4,23.175,2,1.8075396825396826,0,185.4
4625-XMOYM,Annapolis,95412,38.731055,-123.316553,Female,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.25,1988.05,0,36,5098,,27.611805555555556,-38.51169246059918,1.0518783068783069,1,26.25,1,5.142857142857143,144,26.25
5827-MWCZK,Boonville,95415,39.025867,-123.381544,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,0,66,6484,,97.00357142857142,32.188307539400824,1.000552567597436,4,24.2375,2,3.349206349206349,0,193.9
1385-TQOZW,Branscomb,95417,39.710591,-123.682799,Female,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.45,147.55,0,41,2392,,16.394444444444446,-44.311692460599176,0.8016843249117089,1,20.45,2,0.26785714285714285,0,40.9
5914-XRFQB,Caspar,95420,39.361283,-123.784599,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,0,80,6479,,117.01249999999999,51.03830753940082,1.010470639032815,7,16.54285714285714,1,5.0,144,115.8
4329-YPDDQ,Cazadero,95421,38.578807,-123.19338,Male,No,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,0,67,2102,,110.18499999999999,43.438307539400824,1.0183456561922366,7,15.457142857142857,2,1.2777777777777777,0,216.4
4804-NCPET,Clearlake,95422,38.965804,-122.631779,Male,No,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,387.4,0,60,4821,,20.389473684210525,-44.561692460599176,1.0093798853569567,1,20.2,0,4.4067460317460325,38,0.0
5944-UGLLK,Cloverdale,95425,38.801936,-122.938935,Male,No,No,No,53,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,0,80,5677,,57.466981132075475,-9.86169246059918,1.046757397669863,4,13.725,0,2.307539682539683,53,0.0
7787-BNTZM,Comptche,95427,39.239818,-123.565432,Male,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0,76,5761,,21.75,-44.61169246059918,1.0794044665012408,1,20.15,1,0.22619047619047616,0,20.15
2252-ISRNH,Covelo,95428,39.83307,-123.178765,Male,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,0,27,2993,,85.32222222222222,25.588307539400816,0.9443522105392609,3,30.116666666666664,2,3.5535714285714284,9,180.7
9415-TPKRV,Dos Rios,95429,39.756049,-123.358701,Female,No,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,0,38,5681,,55.85,-9.011692460599178,1.0017937219730941,2,27.875,2,2.3968253968253967,0,111.5
5322-TEUJK,Duncans Mills,95430,38.445603,-123.063756,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,0,71,4071,,114.08802816901408,49.838307539400816,0.9955325320158298,7,16.37142857142857,0,5.986111111111111,142,0.0
1866-DIOQZ,Forestville,95436,38.499302,-122.92444,Female,No,Yes,No,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,0,42,4698,,66.0443661971831,2.0383075394008188,0.9886881167242978,6,11.133333333333333,0,3.8432539682539684,71,0.0
8375-KVTHK,Fort Bragg,95437,39.455555,-123.683979,Male,No,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,0,39,5757,,99.32867647058823,35.53830753940082,0.9903158172541201,5,20.06,2,3.658730158730159,68,200.6
2697-NQBPF,Fulton,95439,38.493888,-122.777141,Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,0,74,5503,,104.13676470588236,40.588307539400816,0.9884837655992631,5,21.07,3,1.1865079365079365,0,316.04999999999995
3709-OIJEA,Geyserville,95441,38.731771,-123.064272,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,0,52,5156,,84.02307692307691,20.438307539400824,0.9861863488624051,4,21.3,2,1.9325396825396826,26,170.4
1386-ZIKUV,Glenhaven,95443,39.045246,-122.743181,Male,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.95,130.55,0,26,4097,,18.650000000000002,-45.811692460599176,0.9841688654353562,1,18.95,2,0.24007936507936506,0,37.9
0599-XNYDO,Graton,95444,38.434362,-122.86891,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,0,33,5456,,77.0175,5.038307539400819,1.1034025787965616,1,69.8,2,1.4206349206349205,0,139.6
6377-WHAOX,Gualala,95445,38.848082,-123.50608,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,0,32,4115,,106.85416666666667,41.38830753940083,1.0066336944575287,5,21.23,3,2.547619047619048,0,318.45000000000005
6855-VLGOS,Guerneville,95446,38.52576,-123.013347,Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.55,1432.55,0,41,5809,,19.896527777777777,-44.21169246059918,0.9682008650986752,1,20.55,1,5.142857142857143,144,20.55
8999-XXGNS,Healdsburg,95448,38.618347,-122.908422,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,0,53,5832,,105.9701388888889,40.98830753940082,1.0020816916206987,5,21.15,1,3.7142857142857144,72,105.75
8746-OQQRW,Hopland,95449,38.93706,-123.118111,Male,No,No,No,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.25,101.9,0,43,3962,,25.475,-39.51169246059918,1.008910891089109,1,25.25,1,0.1984126984126984,0,25.25
3181-MIZBN,Jenner,95450,38.505995,-123.187019,Male,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,313.4,0,68,3677,,19.5875,-45.01169246059918,0.9917721518987341,1,19.75,2,2.365079365079365,0,39.5
0471-ARVMX,Kelseyville,95451,38.93496,-122.792243,Female,Yes,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,0,68,5061,,101.82096774193548,40.088307539400816,0.9711108034519359,5,20.97,2,3.5753968253968256,62,209.7
7766-CLTIC,Kenwood,95452,38.419525,-122.521585,Female,No,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,0,28,4323,,62.955,-3.8116924605991755,1.032895816242822,3,20.316666666666666,2,0.5674603174603174,0,121.9
5650-YLIBA,Lakeport,95453,39.080469,-122.955176,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0,25,3031,,85.17903225806452,16.388307539400827,1.0496491960328345,2,40.575,3,0.7162698412698413,0,243.45000000000002
0825-CPPQH,Laytonville,95454,39.806141,-123.531098,Female,No,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.1,1372.45,0,72,4241,,19.330281690140847,-45.66169246059918,1.0120566329916671,1,19.1,0,4.128968253968254,142,0.0
9084-OAYKL,Little River,95456,39.245911,-123.77214,Male,No,No,No,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.8,1212.25,0,80,4758,,20.900862068965516,-43.96169246059918,1.0048491379310345,1,20.8,0,2.9484126984126986,116,0.0
6122-LJADA,Lower Lake,95457,38.925545,-122.549083,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,49,5824,,89.10071428571429,25.388307539400827,0.9883606687267253,7,12.87857142857143,1,5.972222222222222,140,90.15
2400-XIWIO,Lucerne,95458,39.141934,-122.770679,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,0,80,5054,,88.88591549295774,25.338307539400816,0.9865251442059684,7,12.87142857142857,1,4.986111111111111,142,90.1
7524-VRLPL,Manchester,95459,38.966713,-123.586412,Male,Yes,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,0,34,4204,,72.91304347826087,9.338307539400816,0.9839816933638444,5,14.819999999999999,0,3.672619047619048,138,0.0
7569-NMZYQ,Middletown,95461,38.787446,-122.58675,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,0,49,5475,,120.45069444444445,53.98830753940082,1.0143216374269006,7,16.964285714285715,1,6.0,144,118.75
5201-USSQZ,Monte Rio,95462,38.471049,-123.015549,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,0,67,4038,,84.47884615384615,21.138307539400827,0.9834557177397688,3,28.633333333333336,1,1.7896825396825398,0,85.9
2105-PHWON,Navarro,95463,39.182916,-123.552571,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,0,76,4639,,91.1560606060606,30.23830753940082,0.9595374800637959,4,23.75,2,2.0297619047619047,0,190.0
1494-EJZDW,Nice,95464,39.12334,-122.838198,Female,No,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,220.8,0,74,2836,,22.080000000000002,-44.61169246059918,1.0957816377171217,1,20.15,0,4.2817460317460325,20,0.0
4884-TVUQF,Occidental,95465,38.415003,-122.998726,Female,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,0,48,4421,,101.39649122807018,36.53830753940082,1.000952529398521,5,20.259999999999998,0,3.505952380952381,114,0.0
8003-EWNDZ,Philo,95466,39.094102,-123.500853,Female,No,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.2,222.65,0,34,2066,,22.265,-43.561692460599176,1.0502358490566037,1,21.2,3,0.28174603174603174,0,63.599999999999994
1897-RCFUM,Point Arena,95468,38.911299,-123.609588,Female,No,Yes,Yes,39,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.2,914.6,0,67,3109,,23.451282051282053,-40.561692460599176,0.9690612417885146,1,24.2,1,3.6845238095238093,39,24.2
9256-JTBNZ,Potter Valley,95469,39.408634,-123.045516,Female,No,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0,72,4188,,22.39090909090909,-44.46169246059918,1.103000447828034,1,20.3,1,0.29563492063492064,0,20.3
2211-RMNHO,Rio Nido,95471,38.522328,-122.97932,Female,No,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,43,4732,,81.76470588235294,20.53830753940082,0.9585545824425902,6,14.216666666666667,0,5.801587301587301,136,0.0
2432-TFSMK,Sebastopol,95472,38.398815,-122.861923,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,0,36,2269,,90.72222222222223,24.838307539400816,1.0125248015873016,3,29.866666666666664,1,1.6785714285714286,18,89.6
4929-ROART,Ukiah,95482,39.134075,-123.23422,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,0,47,2277,,53.88055555555556,-8.511692460599178,0.9578765432098766,2,28.125,1,0.5357142857142857,0,56.25
1834-ABKHQ,Upper Lake,95485,39.220368,-122.907693,Female,No,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,0,73,4298,,50.204807692307696,-13.811692460599176,0.9853740469540273,2,25.475,1,4.007936507936508,52,50.95
1741-WTPON,Westport,95488,39.724433,-123.767578,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,0,75,4937,,117.28392857142856,51.088307539400816,1.0123774585362846,7,16.55,0,5.777777777777778,112,0.0
3932-IJWDZ,Willits,95490,39.492046,-123.375818,Male,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,21,2183,,105.50777777777779,38.88830753940083,1.017923567561773,5,20.73,2,1.3392857142857144,0,207.3
1240-HCBOH,Windsor,95492,38.527297,-122.810044,Female,No,No,No,67,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.1,1759.55,0,42,6466,,26.26194029850746,-38.66169246059918,1.0062046091382169,1,26.1,1,3.0734126984126986,134,26.1
3594-KADLU,Witter Springs,95493,39.222323,-122.985488,Male,No,Yes,No,3,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,0,35,3610,,33.699999999999996,-29.661692460599177,0.96011396011396,2,17.55,1,1.3273809523809523,0,35.1
8065-BVEPF,Yorkville,95494,38.888351,-123.239647,Male,Yes,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,0,52,4574,,99.94076923076922,34.338307539400816,1.00848404874641,5,19.82,2,1.617063492063492,0,198.2
3796-ENZGF,The Sea Ranch,95497,38.696659,-123.436861,Male,No,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,0,36,6438,,67.20873015873015,2.4883075394008216,0.9993863220629019,4,16.8125,0,4.446428571428571,126,0.0
1734-ZMNTZ,Eureka,95501,40.796621,-124.15428,Female,No,Yes,Yes,11,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,300.7,0,65,5409,,27.336363636363636,-39.76169246059918,1.0934545454545455,1,25.0,0,4.295634920634921,22,0.0
2853-CWQFQ,Eureka,95503,40.737431,-124.108897,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,0,47,5824,,59.55,-5.211692460599181,1.0,3,19.849999999999998,2,1.4424603174603174,0,119.1
0813-TAXXS,Alderpoint,95511,40.166028,-123.584144,Male,No,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,0,59,6483,,78.60636363636364,13.038307539400819,1.0103645711614864,4,19.45,1,3.33531746031746,110,77.8
2519-TWKFS,Blocksburg,95514,40.309088,-123.668201,Male,No,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,0,40,2499,,58.644,-9.661692460599177,1.0643194192377494,2,27.55,1,3.632936507936508,25,55.1
0626-QXNGV,Arcata,95521,40.839958,-124.003757,Female,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.15,1776.45,0,68,5613,,24.672916666666666,-40.61169246059918,1.0216528640441684,1,24.15,1,4.142857142857142,144,24.15
6723-CEGQI,Bayside,95524,40.825486,-124.049485,Female,No,No,Yes,65,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,0,37,5712,,45.137692307692305,-19.51169246059918,0.9975180620484487,3,15.083333333333334,0,4.3313492063492065,130,0.0
4732-RRJZC,Bridgeville,95526,40.372532,-123.525626,Male,No,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,144.35,0,45,4954,,20.62142857142857,-44.51169246059918,1.018342151675485,1,20.25,1,2.240079365079365,0,20.25
9499-XPZXM,Burnt Ranch,95527,40.854512,-123.450097,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,0,30,4675,,66.73263888888889,-0.01169246059917839,1.0306199056199057,4,16.1875,0,4.571428571428571,144,0.0
4338-EYCER,Carlotta,95528,40.497283,-123.93037,Male,No,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,0,43,5763,,53.58095238095238,-10.161692460599177,0.981336124193267,2,27.3,1,1.5773809523809523,0,54.6
3007-FDPEA,Crescent City,95531,41.701223,-124.003393,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,0,46,2107,,19.925,-44.061692460599176,0.96256038647343,1,20.7,2,0.17063492063492064,0,41.4
6350-XFYGW,Ferndale,95536,40.4785,-124.301372,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,0,44,2757,,105.6,29.98830753940082,1.1145118733509234,4,23.6875,3,0.626984126984127,0,284.25
8513-OLYGY,Fortuna,95540,40.584991,-124.121504,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,0,41,5130,,115.72430555555555,51.03830753940082,0.9993463346766455,7,16.54285714285714,0,5.0,144,0.0
0311-QYWSS,Garberville,95542,40.057784,-123.679461,Female,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,0,60,3672,,52.43333333333334,-15.311692460599176,1.0603302999662958,2,24.725,3,0.369047619047619,0,148.35000000000002
8705-DWKTI,Gasquet,95543,41.867908,-123.794144,Male,No,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,0,40,6339,,83.29615384615384,19.03830753940082,0.9939875160638885,3,27.933333333333334,2,1.1507936507936507,0,167.6
8755-IWJHN,Honeydew,95545,40.342928,-124.063329,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,0,21,6132,,92.4927536231884,30.588307539400816,0.9700341229490133,4,23.8375,2,2.5297619047619047,0,190.7
4480-QQRHC,Hydesville,95547,40.557314,-124.081662,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,0,79,4899,,75.01875,9.288307539400819,1.013082376772451,2,37.025,2,0.3968253968253968,0,148.1
0929-PECLO,Klamath,95548,41.572813,-124.035011,Female,Yes,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,0,38,4438,,87.91746031746032,24.838307539400816,0.9812216553287983,3,29.866666666666664,2,1.3035714285714286,0,179.2
3680-CTHUH,Kneeland,95549,40.664483,-123.865325,Male,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,0,74,5680,,117.49166666666666,51.838307539400816,1.0076472269868497,7,16.657142857142855,1,2.8333333333333335,60,116.6
1202-KKGFU,Korbel,95550,40.7666,-123.80458,Female,No,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,0,31,4474,,57.541666666666664,-10.561692460599176,1.0616543665436653,3,18.066666666666666,1,1.5952380952380953,0,54.2
6112-KTHFQ,Loleta,95551,40.665952,-124.240051,Female,No,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.3,279.3,0,23,5917,,21.484615384615385,-45.46169246059918,1.1131925069748905,1,19.3,2,0.3234126984126984,0,38.6
1852-XEMDW,Mad River,95552,40.390301,-123.412327,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,0,30,4709,,64.88863636363637,0.28830753940081877,0.997519390678499,4,16.2625,1,0.876984126984127,0,65.05
1820-DJFPH,Orick,95555,41.336354,-124.044354,Female,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.05,1709.15,0,36,4755,,23.738194444444446,-40.71169246059918,0.987035112035112,1,24.05,1,5.142857142857143,144,24.05
9426-SXNHE,Orleans,95556,41.269521,-123.546958,Female,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0,23,5355,,26.575,-46.01169246059918,1.4173333333333333,1,18.75,1,0.17063492063492064,0,18.75
9068-FHQHD,Petrolia,95558,40.274302,-124.210902,Female,No,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,777.35,0,29,3556,,19.43375,-44.61169246059918,0.964454094292804,1,20.15,0,4.698412698412699,80,0.0
1269-FOYWN,Phillipsville,95559,40.184094,-123.745487,Male,No,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.0,860.85,0,72,3743,,19.56477272727273,-44.76169246059918,0.9782386363636364,1,20.0,0,3.753968253968254,44,0.0
9470-YFUYI,Redway,95560,40.142256,-123.852927,Male,Yes,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,0,55,5247,,70.59295774647887,6.238307539400822,0.994267010513787,5,14.2,1,3.7003968253968256,71,71.0
7402-EYFXX,Salyer,95563,40.89866,-123.539754,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,54,4030,,92.46538461538461,28.838307539400816,0.9878780407626562,3,31.2,3,0.7896825396825397,0,280.79999999999995
9895-VFOXH,Scotia,95565,40.440636,-124.098739,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,61,5092,,24.4,-40.36169246059918,1.0,0,24.4,1,0.013888888888888888,0,24.4
1230-QAJDW,Somes Bar,95568,41.444606,-123.471895,Male,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,0,43,2562,,69.96666666666667,0.4883075394008216,1.072286079182631,3,21.75,2,0.47023809523809523,0,130.5
